会计硕士, a degree in master of the accounting
处理财务记录, manage financil records
在会计领域, in the accouting field
会计能力, accounting skills
处理预算问题, taclke the accounting problems/difficulties
会计软件, the accounting software/programs
深厚的会计背景, a profound accounting background
会计准则, accouting principles
会计专业, the accounting profession
会计职位, the accountant positions
盈亏底线, bottom line
上课, attend lessons/courses
将技能用于工作, apply the skills to work
提高工作能力, boost job skills
增加产出, boost/foster productivity
想出有创意的点子, come up with creative ideas
有创造性地解决问题, solve/tackle the problem/difficulty creatively
非常规手段, unconventional measures
运用想象力, apply imaginary
益智玩具, educational toys
发挥创造力, (?)apply creativity to do sth
大脑发育, brain development
很好地掌握先进科技, have a good grasp of advanced technology
促进创新, fooster innovation
创造利润, make profits
威慑作用, deterrent effects
再三考虑, thinking twice
遏制犯罪, curb crime
犯罪, commit a crime
触犯法律, break the law
在逃罪犯, escaping criminals
携带武器, carry weapons
服刑, serve a prison term
减少贫穷, reduce/eradicate/root out poverty / break the circle of poverty
视频监控, suveillance cameras
逃避惩罚, escape punishments
阻止犯罪, prevent crime
打击犯罪, combat crime
违反法律, violate the law
抓捕罪犯, catch criminals
武装警察, armed police
支付罚款, pay a fine
作为志愿者, work as a volunteer
职业培训, vocational/occupational training
做一些活动, do some activities
从幼年开始, from an early age
开始上学, start school / be sent to school
父母管教的方式, parenting styles
施加惩罚, impose sanctions on sth
扼杀创造力, stifle creativity
培养良好的习惯, cultivate good habits
提高文学素养, boost literacy
维持纪律, maintain discipline
行为问题, behavioural problems
传授明确的行为规范, impart a clear code of conduct
成为社会的好公民, become a law-abiding citizen
有礼貌, have good manners
罚站和留堂, grounding and detention
来自贫穷的家庭, from poor families/from poor backgrounds
来自贫穷家庭的孩子, children from less well-off families
来自普通家庭, from ordinary families
辍学, drop out of school
教育公平, edcational equality
无息贷款, interest-free loans
学习的成本, the cost of study
减少贫穷, eradicate /root out/poverty
贫穷的学生, students from less well-off backgrounds
贫穷的孩子, children in poverty
免除学费, be exempted from tuition fees
教育的公平, educational equality
在大学学习, study at university
财政支持, financial support
摆脱贫穷, get rid of/eradicate/root out poverty
职业培训, vocational training
减少贫富差距, reduce/close/narrow the gap between rich and poor
减少贫富差距, close/narrow the wealth divide
教育系统, the educational system
高等教育, higher education
学校系统, the school system
接受好的教育, well-educated
设立奖学金, set up scholarships
受过良好教育的劳动力队伍, a well-educated workforce
公立学校, public schools
学生贷款, student loans
免费获取知识, be free to access knowledge
免费教育, free education
宽带服务, (?)broadband access service
可替代能源, alternative energy
可再生资源, renewable energy
能源消耗, energy consumption
自然光, natural light
电动汽车, electric cars
汽车业巨头, car giants
环保材料, environmentally friendly materials
节能, energy conservation
清洁能源, clean energy
能源保护, energy protection
发电, generate eletricity
可持续材料, sustainable materials
混合能源汽车, hybrid cars
传统化石燃料, traditional fossil fuels
节能科技, energy-saving technology
环境问题, environmental problems
环境的影响, environental effects
环境议题, environmental issues
环境的破坏, damage the environment
对环境造成破坏, damage the environment
扔垃圾, throw litter
充满了垃圾, awash with rubbish
破坏湿地, damage/destruct wetlands
清理森林, clear forest
破坏美好的风景, destruct beautiful landscapes
环保, go green
环境保护, environmental protection
过环保的生活, have environmentally friendly lifestyles
环保的, environmentally friendly/ecofriendly
环境效益, environmental benefits
环境的影响, environmental effects
开始大规模的宣传活动, launch massive campaigns
环境意识, environment awareness
给大众提供………………方面的教育, educate the public about 
大额罚款, (?) big fines
垃圾箱, trash bins
节能, energy conservation
回收垃圾, recycle waste
家庭垃圾, househould rabbish
付出时间, devote time
复习备考, revise for exams
考试成绩, exam grades/results
做家庭作业, do homework
死记硬背, rote learning
课外活动, extracurricular activities
劳逸结合, combine study with enjoyment
准备考试, prepare for exams
考试工厂(只关注考试的地方), exam factories
工作量增加, (?)increase workload
背东西, learn facts by heart
发现乐趣, (?)discover pleasure
追求一种爱好, pursue a hobby
家庭生活, family time/life
度过宝贵时光, spend treasure time
家庭关系, family bonds/ties
实现工作和生活的平衡, achieve/have a work-life balance
家庭责任, family responsibilities/commitments
家庭聚餐, family dinners
家庭活动, family activities
感到孤独, feel lonely
孤立感, a sense of isolation
一个有爱的家庭, a loving family
孤独感, a sense of loneliness
情感上的支持, emotional support
电影行业, the film industry
去电影院, go to the cinema
特技效果, (?)specail effects
票房, the box of ticket(?)
最卖座的电影, top-grossing films
大预算电影, big-budget films
由巨星主演, (the movie) stars famous actors
有天赋的电影人(制片人), talented filmmakers
制作高质量的电影, produce high-quality films
国产电影, domestically produced films
当地制作的电影, locally produced films
做饭, cook meals
做饭技能, cooking skills
生活技能, life skills
准备饭菜, prepare meals
水果和蔬菜, fruits and vegetables
健康的饮食, a healthy diet
均衡的饮食, a balanced diet
快餐, fast food
碳酸饮料, fizzy drinks
新鲜的食材, fresh ingredients
吃脂肪过多的食物, eat fatty food
鱼和薯条, fish and chips
高盐高糖的, high in salt and sugar
对抗肥胖问题, combat obesity
增加产量, increase yields
种庄稼, grow crops
收成很好, a good harvest in agriculture
使用杀虫药, use pesticides
食品价格, food prices
基因工程, genetic engineering
抗虫害, be strong against pests and diseases
使用防腐剂, use preservatives(?)
生长得更快, grow faster/more rapidly
食品生产, food production
种庄稼, grow crops
化肥, chemical fertilizers
病虫害, pest diseases
转基因食品, GM foods
高产量的庄稼, high-yielt crops
高密度农场, intensive farming
机械化种植, machinised farming
食物短缺, food shortages
朋友圈, the circle of friends
建立关系网, build up a network of contacts
成为好朋友, make good friends with sb
形成良好的关系, form a good relationship
发展一段终生的友谊, develop a lifelong friendship
持续的友谊, a lasting friendship
