chinese, 
面对面交流, face-to-face communication/interaction
人际交往, human interaction
面部表情, facial expression
避免误解, avoid misunderstandings
倾听别人, listen to others
交流能力, communication skills
解释信息;翻译信息, interpret information
肢体语言, body language
以示尊敬, a sign of respect/show respect to
一个好的听众, a good listener/good audience
良好的沟通能力;出色的沟通者, good communication skills/good communicators
形成牢固的关系, form strong relationships
住得离家很远, live far (away) from home
家庭活动, home activities/life
独居, live alone
社交活动, socializing activities
慈善工作, charity work
社区凝聚力, community cohesion
有需要的人, needy people / people in need
获得帮助, gain help/suport
社区的一分子, a member of community
社区的感觉, a sense of community
筹款, raise funds/money
慈善团体, charity groups
给予帮助, give a helping hand
经历困难时期, experience tough times
社区的成员, members of community
让人们聚在一起, bring people together/gather people
音乐表演, musical show
电脑游戏, computer games
教育类游戏, educational games
电脑技能, computer skills
计算机素养, computer literacy
联网, connect to the web/Internet
下载软件, download software
使用在线交流工具, use communication tools online/use instant-message tools
存储信息, store information
处理文件, process files
编辑照片, edit photos
制作视频, make videos
消费型社会, consumer society
入不敷出, spend more than they earn
最新的电子设备, latest gadgets/digital products/electronic products/electronics
还清债务, pay off debts
低收入家庭, low-income families
买的东西多过自己需要的, buy more than they need
过度购物, overspend
负债, owe debts
经济问题, financial problems
经济压力, financial pressure
